id,artifact_id,group_id,version,signature,method
com.unipiazza.materialtwostepslogin+materialtwostepslogin,com.unipiazza.materialtwostepslogin,materialtwostepslogin,0.1.4,Landroid.accounts.AccountManager;->getAccounts,[Lcom/unipiazza/material2stepslogin/fragments/FirstStepFragment; setAutoCompleteEmail ()V]
com.unipiazza.materialtwostepslogin+materialtwostepslogin,com.unipiazza.materialtwostepslogin,materialtwostepslogin,0.2,Landroid.accounts.AccountManager;->getAccounts,[Lcom/unipiazza/material2stepslogin/fragments/FirstStepFragment; setAutoCompleteEmail ()V]
com.vietkite.adnetwork+inad,com.vietkite.adnetwork,inad,1.0.11,Landroid.accounts.AccountManager;->getAccounts,[Lvk/adnetwork/utils/Utils; getListAccount (Landroid/content/Context;)Ljava/util/ArrayList;]
com.vietkite.adnetwork+inad,com.vietkite.adnetwork,inad,1.0.12,Landroid.accounts.AccountManager;->getAccounts,[Lvk/adnetwork/utils/Utils; getListAccount (Landroid/content/Context;)Ljava/util/ArrayList;]
com.vk.adnetwork+adnetwork,com.vk.adnetwork,adnetwork,1.0.4,Landroid.accounts.AccountManager;->getAccounts,[Lvk/adnetwork/utils/Utils; getListAccount (Landroid/content/Context;)Ljava/util/ArrayList;]
com.wheredatapp.search+search,com.wheredatapp.search,search,0.1,Landroid.accounts.AccountManager;->getAccounts,[Lcom/wheredatapp/search/statistics/Tracking; getEmailAddress (Landroid/content/Context;)Ljava/lang/String;]
com.wheredatapp.search+search,com.wheredatapp.search,search,0.2,Landroid.accounts.AccountManager;->getAccounts,[Lcom/wheredatapp/search/statistics/Tracking; getEmailAddress (Landroid/content/Context;)Ljava/lang/String;]
com.wheredatapp.search+search,com.wheredatapp.search,search,0.3,Landroid.accounts.AccountManager;->getAccounts,[Lcom/wheredatapp/search/statistics/Tracking; getEmailAddress (Landroid/content/Context;)Ljava/lang/String;]
com.yodo1+advert,com.yodo1,advert,1.5.9,Landroid.accounts.AccountManager;->getAccounts,[Lio/presage/finder/h; a ()Lio/presage/finder/IFinderResult;]
com.yodo1+advert,com.yodo1,advert,1.6.0,Landroid.accounts.AccountManager;->getAccounts,[Lio/presage/finder/h; a ()Lio/presage/finder/IFinderResult;]
com.yuktamedia.analytics+analytics,com.yuktamedia.analytics,analytics,0.3.1,Landroid.accounts.AccountManager;->getAccounts,[Lcom/yuktamedia/analytics/HelloWorld; sayHello (Landroidx/appcompat/app/AppCompatActivity;)V]
com.yuktamedia.analytics+analytics,com.yuktamedia.analytics,analytics,0.3.2,Landroid.accounts.AccountManager;->getAccounts,[Lcom/yuktamedia/analytics/HelloWorld; sayHello (Landroidx/appcompat/app/AppCompatActivity;)V]
com.zhuge.analysis+visual,com.zhuge.analysis,visual,2.2.1,Landroid.accounts.AccountManager;->getAccounts,[Lcom/zhuge/analysis/util/AccountInfoUtils; getAccountInfos ()Lorg/json/JSONArray;]
com.zhuge.analysis+visual,com.zhuge.analysis,visual,2.2.2,Landroid.accounts.AccountManager;->getAccounts,[Lcom/zhuge/analysis/util/AccountInfoUtils; getAccountInfos ()Lorg/json/JSONArray;]
com.zhuge.analysis+visual,com.zhuge.analysis,visual,2.3.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/zhuge/analysis/b/a; a ()Lorg/json/JSONArray;]
com.zhuge.analysis+visual,com.zhuge.analysis,visual,2.3.1,Landroid.accounts.AccountManager;->getAccounts,[Lcom/zhuge/analysis/b/a; a ()Lorg/json/JSONArray;]
com.zhuge.analysis+zhugeio,com.zhuge.analysis,zhugeio,1.0.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/zhuge/analysis/sys_svs/AccountInfoUtils; getAccountInfos ()Lorg/json/JSONArray;]
com.zhuge.analysis+zhugeio,com.zhuge.analysis,zhugeio,1.0.1,Landroid.accounts.AccountManager;->getAccounts,[Lcom/zhuge/analysis/sys_svs/AccountInfoUtils; getAccountInfos ()Lorg/json/JSONArray;]
com.zhuge.analysis+zhugesdk,com.zhuge.analysis,zhugesdk,1.3.1,Landroid.accounts.AccountManager;->getAccounts,[Lcom/zhuge/analysis/sys_svs/AccountInfoUtils; getAccountInfos ()Lorg/json/JSONArray;]
com.zhuge.analysis+zhugesdkproject,com.zhuge.analysis,zhugesdkproject,1.0.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/zhuge/analysis/sys_svs/AccountInfoUtils; getAccountInfos ()Lorg/json/JSONArray;]
ds.rxcontacts+library,ds.rxcontacts,library,0.2.4,Landroid.accounts.AccountManager;->getAccounts,[Lds/rxcontacts/ContactsHelper; getAccountEmail ()Ljava/lang/String;]
ds.rxcontacts+library,ds.rxcontacts,library,0.2.4,Landroid.accounts.AccountManager;->getAccountsByType,[Lds/rxcontacts/ContactsHelper; getAccountEmail ()Ljava/lang/String;]
ds.rxcontacts+library,ds.rxcontacts,library,0.2.5,Landroid.accounts.AccountManager;->getAccounts,[Lds/rxcontacts/ContactsHelper; getAccountEmail ()Ljava/lang/String;]
ds.rxcontacts+library,ds.rxcontacts,library,0.2.5,Landroid.accounts.AccountManager;->getAccountsByType,[Lds/rxcontacts/ContactsHelper; getAccountEmail ()Ljava/lang/String;]
ds.rxcontacts+library,ds.rxcontacts,library,0.2.6,Landroid.accounts.AccountManager;->getAccounts,[Lds/rxcontacts/ContactsHelper; getAccountEmail ()Ljava/lang/String;]
ds.rxcontacts+library,ds.rxcontacts,library,0.2.6,Landroid.accounts.AccountManager;->getAccountsByType,[Lds/rxcontacts/ContactsHelper; getAccountEmail ()Ljava/lang/String;]
ds.rxcontacts+library,ds.rxcontacts,library,0.3.0,Landroid.accounts.AccountManager;->getAccounts,[Lds/rxcontacts/ContactsHelper; getAccountEmail ()Ljava/lang/String;]
ds.rxcontacts+library,ds.rxcontacts,library,0.3.0,Landroid.accounts.AccountManager;->getAccountsByType,[Lds/rxcontacts/ContactsHelper; getAccountEmail ()Ljava/lang/String;]
eu.livotov.labs.android+RoboToolsLibrary,eu.livotov.labs.android,RoboToolsLibrary,3.0.0-dev15,Landroid.accounts.AccountManager;->getAccounts,[Leu/livotov/labs/android/robotools/hardware/RTDevice; getOwnerEmail (Landroid/content/Context;)Ljava/lang/CharSequence;]
eu.livotov.labs.android+RoboToolsLibrary,eu.livotov.labs.android,RoboToolsLibrary,3.0.0-dev15,Landroid.accounts.AccountManager;->getAccountsByType,[Leu/livotov/labs/android/robotools/hardware/RTDevice; getOwnerEmail (Landroid/content/Context;)Ljava/lang/CharSequence;]
eu.livotov.labs.android+RoboToolsLibrary,eu.livotov.labs.android,RoboToolsLibrary,3.0.0,Landroid.accounts.AccountManager;->getAccounts,[Leu/livotov/labs/android/robotools/hardware/RTDevice; getOwnerEmail (Landroid/content/Context;)Ljava/lang/CharSequence;]
eu.livotov.labs.android+RoboToolsLibrary,eu.livotov.labs.android,RoboToolsLibrary,3.0.0,Landroid.accounts.AccountManager;->getAccountsByType,[Leu/livotov/labs/android/robotools/hardware/RTDevice; getOwnerEmail (Landroid/content/Context;)Ljava/lang/CharSequence;]
eu.livotov.labs.android+RoboToolsLibrary,eu.livotov.labs.android,RoboToolsLibrary,3.0.4.2,Landroid.accounts.AccountManager;->getAccounts,[Leu/livotov/labs/android/robotools/hardware/RTDevice; getOwnerEmail (Landroid/content/Context;)Ljava/lang/CharSequence;]
eu.livotov.labs.android+RoboToolsLibrary,eu.livotov.labs.android,RoboToolsLibrary,3.0.4.2,Landroid.accounts.AccountManager;->getAccountsByType,[Leu/livotov/labs/android/robotools/hardware/RTDevice; getOwnerEmail (Landroid/content/Context;)Ljava/lang/CharSequence;]
eu.livotov.labs.android+RoboToolsLibrary,eu.livotov.labs.android,RoboToolsLibrary,3.0.5.0-RC1,Landroid.accounts.AccountManager;->getAccounts,[Leu/livotov/labs/android/robotools/hardware/RTDevice; getOwnerEmail (Landroid/content/Context;)Ljava/lang/CharSequence;]
